5858.77603 15.104 0.005
5858.78279 15.103 0.005
5859.83346 15.285 0.005
5861.76042 14.969 0.005
5862.77337 15.200 0.005
5864.86999 14.845 0.005
5865.73977 15.088 0.005
5867.84321 14.686 0.005
5869.86720 15.202 0.005
5871.80013 14.801 0.005
5872.77261 15.080 0.005
5873.87606 15.272 0.006
5879.75252 15.065 0.005
5881.81311 14.783 0.005
5883.72852 15.171 0.005
5885.77234 14.766 0.005
5887.76375 15.249 0.005
5890.74785 15.158 0.005
5892.72437 14.738 0.005
5894.76606 15.262 0.005
5896.75078 14.909 0.005
5898.76118 15.317 0.005
5900.70393 15.018 0.005
5901.80469 15.255 0.005
5902.70434 15.196 0.005
5903.72081 14.874 0.005
5904.71895 15.131 0.005
5905.69277 15.300 0.005
5906.70483 14.689 0.005
5907.69631 15.006 0.005
5909.74909 15.200 0.005
5911.71242 15.120 0.005
5912.79910 15.301 0.005
5913.75602 14.702 0.005
5914.77877 15.009 0.005
5915.75246 15.226 0.005
5916.72062 15.261 0.005
5917.75335 14.853 0.005
5922.78557 15.212 0.005
5923.75277 15.257 0.005
5925.75669 15.107 0.005
5926.75371 15.282 0.005
5927.75442 14.683 0.005
5929.76066 15.200 0.005
5931.73850 14.826 0.005
5932.74340 15.086 0.005
5933.75640 15.284 0.005
5934.77679 14.697 0.005
5936.69849 15.171 0.005
5937.72106 15.310 0.005
5939.68685 15.058 0.005
5939.68943 15.061 0.005
5940.68397 15.261 0.005
5941.71140 14.753 0.005
5942.70723 14.941 0.005
5943.70808 15.165 0.005
5944.67128 15.319 0.005
5945.68031 14.760 0.005
5946.70446 15.055 0.005
5947.68793 15.251 0.006
5948.66417 14.924 0.005
5949.69351 14.934 0.005
5951.65315 15.322 0.006
5952.67872 14.748 0.005
5954.65818 15.252 0.005
5956.69671 14.912 0.005
5958.69467 15.310 0.005
5960.65221 15.030 0.005
5963.65579 14.891 0.005
5964.59853 15.137 0.005
5967.60397 15.013 0.005
5969.65762 15.169 0.005
5971.66333 15.115 0.005
5972.63250 15.304 0.005
5974.59008 14.997 0.005
5976.62567 15.254 0.005
5978.70195 15.133 0.005
5980.56874 14.689 0.005
5982.61429 15.209 0.005
5984.66477 14.855 0.005
5985.61291 15.103 0.005
5987.61800 14.683 0.005
5989.56577 15.199 0.005
5990.57431 15.321 0.005
5992.60969 15.096 0.005
5993.63866 15.290 0.006
5995.58296 14.953 0.005
5996.58278 15.192 0.005
5998.58367 14.798 0.005
6002.56268 14.931 0.005
6006.51727 15.044 0.005
6010.54710 15.154 0.005
6016.57712 14.920 0.005
6021.55756 15.254 0.006
6022.56755 15.078 0.005
6025.54362 15.313 0.006
6029.54648 15.182 0.005
6034.48029 14.995 0.005
6036.48217 15.276 0.005
6040.48290 14.693 0.005
6042.48034 15.210 0.005
6052.46877 15.071 0.005
6057.45896 15.322 0.006
6060.46061 15.287 0.006
6067.47318 15.268 0.006
6071.46458 15.334 0.006
6139.93234 14.922 0.005
6150.92345 15.044 0.005
6166.92069 15.186 0.005
6180.90716 15.271 0.005
6186.89221 15.191 0.005
6195.88097 14.799 0.005
6199.88693 14.948 0.005
6203.80508 15.052 0.005
6208.81844 15.322 0.005
6212.86102 14.967 0.005
6216.85882 14.726 0.005
6219.85933 15.060 0.005
6222.85941 15.286 0.006
6225.77428 15.223 0.005
6225.79167 15.235 0.005
6229.83327 15.312 0.005
6231.80594 15.007 0.005
6235.83545 15.123 0.005
6239.86644 15.217 0.006
6244.80454 14.699 0.005
6248.75115 14.813 0.005
6250.77333 15.265 0.005
6253.77755 15.193 0.005
6256.76364 15.080 0.005
6259.77360 14.950 0.005
6264.76926 15.259 0.005
6269.78117 14.761 0.005
6273.77697 14.913 0.005
6275.76949 15.314 0.005
6279.77108 15.026 0.005
6285.70953 15.230 0.005
6288.73428 15.132 0.005
6296.76362 15.300 0.005
6301.72882 14.838 0.005
6308.73419 14.838 0.005
6315.65760 14.804 0.005
6325.64163 14.879 0.005
6338.59402 15.235 0.005
6343.60849 14.707 0.005
6354.57519 14.853 0.005
6360.58480 15.276 0.005
6363.59941 15.278 0.005
6374.55420 15.310 0.005
6380.51303 15.182 0.005
6389.50716 14.753 0.005
6399.47922 15.142 0.005
6511.89241 15.312 0.005
6521.87536 15.265 0.005
6532.88536 15.313 0.005
6548.84528 15.002 0.005
6564.86602 15.302 0.005
6572.79423 14.781 0.005
6581.78786 15.266 0.005
6585.82776 15.316 0.005
6595.73493 15.233 0.005
6603.75325 15.207 0.005
6611.78303 14.861 0.005
6615.79342 14.995 0.005
6619.72049 15.092 0.005
6625.71330 14.800 0.005
6633.74709 15.078 0.005
6643.72925 14.938 0.005
6648.75481 15.266 0.005
6655.77343 15.259 0.005
6659.67097 15.291 0.005
6664.80696 14.914 0.005
6670.71135 15.176 0.005
6676.72164 15.225 0.005
6681.72702 14.694 0.005
6692.69074 14.836 0.005
6696.68676 14.969 0.005
6700.66851 15.082 0.005
6706.67009 14.776 0.005
6711.66304 15.171 0.005
6716.60168 15.033 0.005
6730.63643 15.123 0.005
6879.93161 14.978 0.005
6887.90116 15.187 0.005
6896.87134 14.772 0.005
6910.86243 14.734 0.005
6924.80433 14.685 0.005
6929.84419 15.122 0.005
6936.74888 15.085 0.005
6939.73623 14.960 0.005
6943.74827 15.079 0.005
6950.74694 15.062 0.005
6956.78303 14.778 0.005
6960.78712 14.934 0.005
6965.71919 15.238 0.005
6972.76611 15.247 0.005
6976.80116 15.316 0.005
6979.77643 15.239 0.005
6982.73352 15.125 0.005
6985.73355 14.999 0.005
6990.73194 15.285 0.006
6995.70891 14.831 0.005
6999.74425 14.984 0.005
7003.82189 15.121 0.005
7008.74244 15.290 0.005
7013.76130 14.953 0.005
7017.77981 15.081 0.005
7021.76402 15.186 0.005
7025.69560 15.266 0.005
7029.69600 15.310 0.006
7033.74772 14.863 0.005
7039.72594 15.244 0.005
7045.64311 15.016 0.005
7053.65377 15.227 0.005
7058.68365 14.691 0.005
7064.71009 15.293 0.005
7071.67320 15.287 0.005
7075.67792 15.294 0.006
7079.62661 14.740 0.005
7083.59328 14.767 0.005
7087.59855 14.917 0.005
7091.58222 15.042 0.005
7099.59888 15.235 0.005
7109.54202 15.118 0.006
7112.56232 15.005 0.005
7116.55316 15.115 0.006
7120.52297 15.214 0.005
7126.50642 14.975 0.005
7132.47656 14.735 0.005
7135.49201 15.298 0.005
7140.47428 14.938 0.005
7144.47236 15.047 0.006
7270.90325 14.952 0.005
7283.80006 15.025 0.005
7291.77840 14.892 0.005
7294.76277 14.696 0.005
7302.84933 15.028 0.005
7308.81637 14.697 0.005
7317.77293 15.206 0.006
7325.73416 15.324 0.005
7338.74419 15.187 0.006
7342.72258 15.258 0.005
7346.71371 15.329 0.005
7354.84629 14.772 0.005
7357.84367 14.896 0.005
7364.74982 15.150 0.005
7367.78870 15.307 0.005
7373.72590 15.125 0.005
7377.79567 15.235 0.005
7382.69196 14.697 0.005
7386.70833 14.812 0.005
7391.70803 15.193 0.005
7399.73395 15.311 0.006
7404.72275 14.941 0.005
7408.69573 15.060 0.005
7410.69810 14.861 0.005
7416.66717 15.247 0.005
7426.67883 15.125 0.005
7432.65593 14.875 0.005
7437.62713 15.220 0.005
7442.59424 14.686 0.005
7446.62745 14.818 0.005
7450.61926 14.971 0.005
7456.60164 14.717 0.005
7462.60105 15.267 0.005
7467.55198 14.763 0.005
7473.55631 15.321 0.006
7481.53172 14.710 0.005
7494.48245 15.301 0.006
7500.47581 15.111 0.005
